"","pairs","Winner","varfd","varty","vartur","varrushes","varrushyd","varrushtd","varpasscom","varpassatt","varpasstd","varpassint","vartotfum","varfumlost","varpenalties","varpenyds"
"110",110,"rice",0.0645161290322581,0.579387186629526,2,0.0487804878048781,0.167224080267559,2,0.0606060606060606,0.375,2,2,2,NA,1.69230769230769,1.47826086956522
"111",111,"western-kentucky",0.0689655172413793,0.0637958532695375,0.666666666666667,0.0983606557377049,0.341818181818182,2,0.101694915254237,0.0689655172413793,0.333333333333333,2,1,2,0.117647058823529,0.307692307692308
"112",112,"navy",0.32258064516129,0.187290969899666,0.285714285714286,0.549450549450549,0.309090909090909,0.666666666666667,1.14285714285714,1.17647058823529,NA,2,1.2,1.2,0,0.278481012658228
"113",113,"marshall",0.113207547169811,0.172043010752688,NA,0.272727272727273,0.113207547169811,1,0.5,0.276923076923077,1,NA,NA,NA,0.4,0.376237623762376
"114",114,"memphis",0.0869565217391304,0.121546961325967,0.222222222222222,0.193548387096774,0.772908366533865,0.4,0.0425531914893617,0.0631578947368421,0.285714285714286,0,0,0.666666666666667,0.153846153846154,0.47787610619469
"115",115,"bowling-green-state",0.0425531914893617,0.185792349726776,1.2,0.252873563218391,0.0374531835205993,0.4,0.260869565217391,0.102564102564103,0.666666666666667,2,0,0.666666666666667,0.461538461538462,0.488188976377953
"116",116,"air-force",0.162162162162162,0.0407055630936228,0,0.844444444444444,1.12947658402204,2,1.16666666666667,1.16666666666667,2,NA,1,0,1,0.522522522522523
"117",117,"utah",0.761904761904762,0.653753026634383,0.666666666666667,0.865671641791045,1.87061994609164,2,0.1,0.1875,0,0,2,2,0,0.0709219858156028
"118",118,"utah-state",0.285714285714286,0.231511254019293,0.666666666666667,0.13953488372093,0.607476635514019,2,0.888888888888889,0.666666666666667,NA,0,1,2,1.2,1.52941176470588
"119",119,"florida-state",0.272727272727273,0.15347721822542,0,0.523809523809524,0.442105263157895,0.666666666666667,0.352941176470588,0.258064516129032,0,2,0,2,0.461538461538462,0.448979591836735
"120",120,"arkansas-state",0.454545454545455,0.0922190201729107,0,0,0.308571428571429,0,0.24390243902439,0.514285714285714,0,0,2,NA,1.07692307692308,1.0990990990991
"121",121,"vanderbilt",0.153846153846154,0.0507343124165554,0,0.632911392405063,0.364145658263305,1,1.11111111111111,0.882352941176471,0,0,0.4,0,1.2,1.51219512195122
"122",122,"clemson",0.117647058823529,0.297108673978066,0.666666666666667,0.285714285714286,0.0255754475703325,1,0.638297872340426,0.5,0.857142857142857,0,0.666666666666667,2,0.857142857142857,0.823529411764706
"123",123,"missouri",0.109090909090909,0.17029702970297,0,0.186046511627907,0.42080378250591,0.4,0.64,0.257425742574257,0.666666666666667,0.666666666666667,0,0.666666666666667,0.857142857142857,0.816901408450704
"124",124,"oklahoma",0.181818181818182,0.184126984126984,1.33333333333333,0.153846153846154,0.457142857142857,0.666666666666667,0.509803921568627,0.378378378378378,0.666666666666667,0.666666666666667,1,2,0.588235294117647,0.714285714285714
"125",125,"central-florida",0.0714285714285714,0.0108499095840868,1,0.146341463414634,0.271714922048998,0,0.4,0.41025641025641,0.4,0.666666666666667,0.666666666666667,2,1.23809523809524,1.08571428571429
"126",126,"michigan-state",0.625,0.262108262108262,0.666666666666667,0.028169014084507,0.854625550660793,0,0.75,0.666666666666667,2,0,0.666666666666667,2,0.666666666666667,0.444444444444444
"127",127,"south-carolina",0.0487804878048781,0.0660377358490566,0.666666666666667,0.233766233766234,0.858536585365854,2,0.358974358974359,0,0.666666666666667,2,0.666666666666667,0.666666666666667,0.666666666666667,0.421052631578947
"128",128,"louisiana-state",0.307692307692308,0.257943925233645,1,0.318181818181818,0.972972972972973,1,0.6,0.4,2,0.666666666666667,2,2,1,1.36507936507937
"129",129,"nebraska",0.444444444444444,0.301521438450899,0.666666666666667,0,0.4,2,1.11111111111111,0.836363636363636,0.666666666666667,0,1,2,0.153846153846154,0.173913043478261
"130",130,"north-texas",0.1,0.409711684370258,0.666666666666667,0.5,0.72463768115942,2,0.0465116279069767,0.309859154929577,0,2,0.4,0,1,1
"131",131,"mississippi-state",1.17647058823529,1.14454277286136,0,0.358974358974359,1.18666666666667,1,0.769230769230769,0.608695652173913,2,NA,0.666666666666667,0,0.4,0.5
"132",132,"ucla",0.256410256410256,0.33420365535248,0.666666666666667,0.0540540540540541,0.317647058823529,1,0.125,0.181818181818182,2,2,1,2,0.6,0.435754189944134
"133",133,"arizona",0.333333333333333,0.404545454545455,0,0.0851063829787234,0.546365914786967,0.4,0,0.153846153846154,2,2,2,2,0.857142857142857,0.82051282051282
"134",134,"texas-tech",0.181818181818182,0.160714285714286,0.666666666666667,0.36144578313253,1.1195652173913,2,0.545454545454545,0.342857142857143,2,2,1,2,0.133333333333333,0.0168067226890756
"135",135,"oregon",0.594594594594595,0.660992907801418,2,0.0465116279069767,0.181818181818182,2,0.666666666666667,0.122448979591837,2,2,2,NA,0.933333333333333,0.852459016393443
"136",136,"mississippi",0.434782608695652,0.461935483870968,0.666666666666667,0.0206185567010309,0.376344086021505,0.666666666666667,1.28571428571429,0.716981132075472,0,0,0.4,2,0.5,0.909090909090909
"137",137,"navy",0.212765957446809,0.219020172910663,0,0.851063829787234,1.2035010940919,2,1.45454545454545,1.3,NA,2,1.2,2,1,1.21739130434783
"138",138,"kansas-state",0.333333333333333,0.466960352422908,0,0.823529411764706,0.785046728971963,0,0.133333333333333,0.303030303030303,2,2,0.666666666666667,2,0,0.485436893203884
"139",139,"louisville",0.666666666666667,1.04395604395604,2,0.101694915254237,1.53719008264463,0,0.978723404255319,0.5,2,NA,0.666666666666667,2,1.27272727272727,1.19191919191919
"140",140,"north-carolina",0.13953488372093,0.0115273775216138,0.666666666666667,0.24390243902439,0.0350877192982456,0,0.171428571428571,0.0869565217391304,2,2,0,0,0.285714285714286,0.333333333333333
"141",141,"notre-dame",0.638297872340426,0.706849315068493,1.2,0.492753623188406,0.745098039215686,2,0.918918918918919,0.473684210526316,2,2,2,2,0.909090909090909,0.705882352941177
"142",142,"washington",0.382978723404255,0.388888888888889,0,0.0888888888888889,0.0540540540540541,0.666666666666667,0.325581395348837,0.597402597402597,2,0,0.666666666666667,NA,0,0.702702702702703
"143",143,"syracuse",0.19047619047619,0.123324396782842,0,0.19047619047619,0.483582089552239,2,0.375,0.0338983050847458,2,NA,0,0,0.117647058823529,0.203389830508475
"144",144,"marshall",0.285714285714286,0.193995381062356,2,0.333333333333333,0.337349397590361,2,0.666666666666667,0.588235294117647,0.4,2,NA,NA,0.181818181818182,0.2
"145",145,"utah-state",0.111111111111111,0.0860927152317881,0,0.168674698795181,0.51685393258427,0,0.162162162162162,0.222222222222222,0,0.666666666666667,0,2,0.666666666666667,0.787878787878788
"146",146,"pittsburgh",0.153846153846154,0.510309278350515,NA,0.136986301369863,1.84905660377358,2,0.470588235294118,0.4,2,NA,2,NA,0,0.325581395348837
"147",147,"oregon-state",0.24,0.169354838709677,0.666666666666667,0.140845070422535,0.222222222222222,0.666666666666667,0.285714285714286,0.256410256410256,0,2,2,2,0.133333333333333,0.295081967213115
"148",148,"east-carolina",0.352941176470588,0.265204386839482,2,0.102564102564103,0.896907216494845,2,0.222222222222222,0.0444444444444444,0,2,0,NA,0.571428571428571,0.222222222222222
"149",149,"san-diego-state",0.0952380952380952,0.392717815344603,0.4,0.123456790123457,0.751381215469613,2,0.142857142857143,0.0666666666666667,0.4,2,0,0,0.476190476190476,0.772727272727273
"150",150,"southern-california",0.486486486486487,0.628879892037787,0,1.52941176470588,1.17777777777778,2,0.307692307692308,0.588235294117647,0.666666666666667,0,0,0,0.75,0.404907975460123
"151",151,"colorado-state",0.32,0.391959798994975,0,0.830769230769231,1.83050847457627,2,0.176470588235294,0.128440366972477,1,0,0.4,0,0.352941176470588,0.372881355932203
"152",152,"alabama",0.545454545454545,0.54632972322503,2,0.8125,1.56902356902357,0.666666666666667,0.0487804878048781,0.25,1.2,2,2,NA,0.285714285714286,0.133333333333333
"153",153,"arkansas-state",0,0.204724409448819,2,0.0540540540540541,0.913207547169811,0,0.210526315789474,0.0952380952380952,2,2,2,NA,0.8,0.640776699029126
"154",154,"mississippi",0.3,0.370597243491577,0,0.305882352941176,0.937704918032787,2,0.4,0.144927536231884,0.4,0.666666666666667,1,2,0.909090909090909,0.869565217391304
"155",155,"texas-a&m",0.0363636363636364,0.448742746615087,0,0.0923076923076923,0.904231625835189,2,0.413793103448276,0.333333333333333,0.666666666666667,0,NA,NA,0,0.242990654205607
"156",156,"oregon",0.0952380952380952,0.305389221556886,2,0.195121951219512,0.495726495726496,0,0.344827586206897,0.315789473684211,0.666666666666667,2,NA,NA,0.333333333333333,0.533333333333333
"157",157,"louisville",0.3,0.160771704180064,1,0.181818181818182,0.453038674033149,0,0.222222222222222,0.0983606557377049,0.666666666666667,0.666666666666667,0.666666666666667,2,1.27272727272727,1.1869918699187
"158",158,"georgia",0.122448979591837,0.282945736434109,0.4,0.311111111111111,0.384039900249377,0,0.117647058823529,0.2,0.857142857142857,0,2,2,0.133333333333333,0.096551724137931
"159",159,"northwestern",0.0540540540540541,0.200308166409861,0.285714285714286,0.191780821917808,0.144092219020173,2,0.545454545454545,0.215384615384615,2,0.285714285714286,2,NA,1,0.805970149253731
"160",160,"oklahoma-state",0.434782608695652,0.352413019079686,2,0.0759493670886076,0.315217391304348,2,0.173913043478261,0,0.857142857142857,2,2,2,0.545454545454545,0.317757009345794
"161",161,"florida-state",0.3,0.693568726355612,0.666666666666667,0.144927536231884,0.98159509202454,2,0.536585365853659,0.0759493670886076,0,2,0,0,0.461538461538462,0.823529411764706
"162",162,"south-carolina",0.341463414634146,0.181818181818182,0.666666666666667,0.903225806451613,0.495575221238938,NA,0.325581395348837,0.0273972602739726,0.285714285714286,2,1,0,0.222222222222222,0.222222222222222
"163",163,"stanford",0,0.133333333333333,2,0.25,0.153086419753086,0.666666666666667,0.260869565217391,0.162162162162162,2,2,NA,NA,0.4,0.181818181818182
"164",164,"clemson",1.1219512195122,0.680722891566265,0.666666666666667,0.666666666666667,0,0.666666666666667,0.88,0.73972602739726,0.666666666666667,2,2,2,0.153846153846154,0.336283185840708
"165",165,"tulsa",0.875,0.418879056047198,1,0.727272727272727,1.05542168674699,2,0.24,0.196078431372549,2,0.666666666666667,1,2,0,0.140127388535032
"166",166,"vanderbilt",0.341463414634146,0.613251155624037,2,0.484848484848485,0.962025316455696,1,0.745098039215686,0.65,0.666666666666667,2,2,2,1.27272727272727,1.6
"167",167,"georgia-tech",0.571428571428571,0.571428571428571,0,0.964705882352941,1,2,0.947368421052632,1.14893617021277,0.666666666666667,1,0.666666666666667,2,1.2,1.59183673469388
"168",168,"texas",0.27027027027027,0.186259541984733,1,0.301369863013699,0.127272727272727,0.4,0.333333333333333,0.158730158730159,2,0.666666666666667,2,2,1.27272727272727,1.54545454545455
"169",169,"rice",0.666666666666667,0.806136680613668,0,0.117647058823529,0.224598930481283,0.666666666666667,1.5,0.829268292682927,2,2,0.857142857142857,0.4,0,0.25
"170",170,"michigan-state",0,0.236893203883495,2,0.333333333333333,0.342857142857143,0,0.166666666666667,0.0714285714285714,2,2,0,2,0.333333333333333,0.594594594594595
"171",171,"arizona-state",0.666666666666667,0.597194388777555,0,0.135922330097087,0.195965417867435,1.33333333333333,0.956521739130435,0.5,0.666666666666667,2,2,2,1,0.529411764705882
"172",172,"syracuse",0.604651162790698,0.500616522811344,0.666666666666667,0.736842105263158,1.1271186440678,2,0.451612903225806,0.153846153846154,0,2,1,0,0.75,0.682080924855491
"173",173,"ohio",0.133333333333333,0.55632183908046,0.4,0,0.789808917197452,2,0.333333333333333,0.53968253968254,0,1,1,2,0.8,0.943396226415094
"174",174,"texas-tech",0,0.153074027603513,0.666666666666667,0.769230769230769,0.419618528610354,0.666666666666667,1.2,0.848484848484849,0,0.666666666666667,2,NA,0.6,0.465753424657534
"175",175,"virginia-tech",0.153846153846154,0,0.4,0.197183098591549,1.82857142857143,NA,0.125,0,2,0.666666666666667,0.857142857142857,0,1.11111111111111,0.923076923076923
"176",176,"cincinnati",0.666666666666667,0.0107719928186715,2,0.328358208955224,0.104265402843602,0,0.763636363636364,0.666666666666667,0.666666666666667,2,2,2,0.181818181818182,0.205607476635514
"177",177,"baylor",0.380952380952381,0.308411214953271,2,0.821052631578947,1.61061946902655,2,0.888888888888889,1.2,0.4,NA,0.666666666666667,2,1.42857142857143,1.6875
"178",178,"san-jose-state",0.451612903225806,0.360248447204969,0,0.264150943396226,1.5,0.666666666666667,0.693877551020408,0.205128205128205,2,NA,1,0,0.222222222222222,0.588235294117647
"179",179,"central-michigan",0.555555555555556,0.183333333333333,NA,0.0606060606060606,0.0895522388059701,2,0.303030303030303,0.254545454545455,1,NA,0,NA,0.153846153846154,0.181818181818182
"180",180,"southern-methodist",0.333333333333333,0.0962861072902338,0.666666666666667,0.508474576271186,1.65405405405405,2,0.808510638297872,0.650602409638554,0,0,0.666666666666667,2,0,0
"181",181,"boise-state",0.0487804878048781,0.0936768149882904,1,0.0540540540540541,0.611464968152866,2,0.297872340425532,0,1,2,0.666666666666667,0,0.4,0.787878787878788
"182",182,"louisiana",0.0408163265306122,0.33596837944664,0.666666666666667,0.333333333333333,0.604878048780488,0.666666666666667,0.127659574468085,0.205128205128205,0.666666666666667,0,0,2,2,2
"183",183,"central-florida",0.357142857142857,0.526854219948849,2,0.545454545454545,1.03071672354949,2,0,0.0588235294117647,0.4,NA,2,2,0.285714285714286,0.290322580645161
"184",184,"brigham-young",0.266666666666667,0.118067978533095,0.5,0.260869565217391,0.783625730994152,2,0.628571428571429,0.410958904109589,NA,0,2,2,0.5,1.10344827586207
"185",185,"utah-state",0.2,0.595317725752508,0,0.176470588235294,0.852525252525253,2,0.1,0.228571428571429,NA,2,2,2,0.133333333333333,0.48951048951049
"186",186,"arizona",0.228571428571429,0.130962004850445,0.285714285714286,0.678899082568807,0.691151919866444,0.285714285714286,0.24,0.379746835443038,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1.08
"187",187,"alabama",1.23076923076923,1.22689075630252,2,0.258064516129032,1.17460317460317,2,0.705882352941177,0.666666666666667,NA,2,2,2,1.33333333333333,1.5
"188",188,"northern-illinois",0.162162162162162,0.051150895140665,1.33333333333333,0.1875,0.71264367816092,0.666666666666667,0.264150943396226,0.32,0.666666666666667,1,0.666666666666667,2,0.333333333333333,0.148148148148148
"189",189,"southern-methodist",0.08,0.376237623762376,0.666666666666667,0.0327868852459016,1.43661971830986,2,0.27027027027027,0.206896551724138,2,2,1,0,0.5,0
"190",190,"arkansas",0.375,0.28099173553719,0.666666666666667,0.285714285714286,0.388888888888889,2,0.222222222222222,0.0327868852459016,0.666666666666667,2,0,0,0.181818181818182,0.123456790123457
"191",191,"west-virginia",0.254545454545455,0.282945736434109,1.2,0.457142857142857,0.0586666666666667,0.4,0.285714285714286,0.021505376344086,1,0.666666666666667,2,2,0.4,0.476190476190476
"192",192,"michigan",0.588235294117647,0.688057040998218,0.666666666666667,0.461538461538462,0.977168949771689,2,0.620689655172414,0.24,2,0,0.666666666666667,2,0.545454545454545,0.893617021276596
"193",193,"south-carolina",0.0606060606060606,0.324503311258278,2,0.13953488372093,0.124031007751938,0.666666666666667,0.0952380952380952,0.0606060606060606,0.666666666666667,2,0,2,0.5,0.129032258064516
"194",194,"oklahoma-state",0.571428571428571,0.355289421157685,0.666666666666667,1.07692307692308,1.796875,0.4,0.0714285714285714,0.301369863013699,0.4,0,2,2,1.42857142857143,1.5
"195",195,"florida",0.352941176470588,0.128113879003559,0.4,0.0266666666666667,0.0447761194029851,NA,0.4,0.358974358974359,0.666666666666667,2,0,0,0.545454545454545,0.98989898989899
"196",196,"michigan-state",0,0.142465753424658,0,0.294117647058824,0.354838709677419,2,0.333333333333333,0.457831325301205,0.666666666666667,0.4,2,2,0.461538461538462,1.07692307692308
"197",197,"oregon",0.0444444444444444,0.200177147918512,0,0.13953488372093,0.477558348294434,0.4,0.0540540540540541,0.08,0.4,0,0.666666666666667,0,0.8,0.947368421052632
"198",198,"houston",0.564102564102564,0.649006622516556,2,0.933333333333333,0.852320675105485,2,1.46153846153846,0.875,1,2,2,NA,0,0
"199",199,"auburn",0.127659574468085,0.0427446569178853,2,0.378378378378378,0.757575757575758,1.2,0.736842105263158,0.5625,0.666666666666667,2,0.666666666666667,2,0.666666666666667,0.888888888888889
"200",200,"illinois",0.193548387096774,0.392660550458716,0.666666666666667,0.356164383561644,1.63265306122449,NA,0.303030303030303,0.129032258064516,0.666666666666667,0,1.2,2,0.666666666666667,1.09090909090909
"201",201,"cincinnati",0.352941176470588,0.0201342281879195,0.4,0.2,0.540229885057471,0,0,0.158730158730159,0,0,0.4,2,0.181818181818182,0.340425531914894
"202",202,"texas-a&m",0.0869565217391304,0.38136826783115,2,0.338461538461538,0.424242424242424,0,0,0,0,2,0,NA,0.133333333333333,0
"203",203,"utah",0.303030303030303,0.28498727735369,0,0.561797752808989,0.736842105263158,0,0.307692307692308,0.723404255319149,1,2,0.666666666666667,2,0,0.4
"204",204,"brigham-young",0.181818181818182,0.233766233766234,0,0.388059701492537,0.870229007633588,NA,0.0571428571428571,0.222222222222222,0,2,1,2,1.33333333333333,1.69230769230769
"205",205,"oklahoma",0.27027027027027,0.0599647266313933,0.666666666666667,0,0.4,2,0.358974358974359,0.571428571428571,0.666666666666667,0.666666666666667,2,NA,0,0.222222222222222
"206",206,"mississippi-state",0.4,0.284005979073244,2,0.025974025974026,1.20253164556962,0,0.736842105263158,0.823529411764706,2,2,2,2,0.181818181818182,0.206896551724138
"207",207,"rutgers",0.111111111111111,0.170588235294118,2,0.366197183098592,0.621212121212121,0.666666666666667,0.266666666666667,0.476190476190476,2,2,0,2,0.222222222222222,0.333333333333333
"208",208,"baylor",0.23728813559322,0.224767358625626,0.666666666666667,0.337078651685393,0.903614457831325,0.666666666666667,0.0425531914893617,0.114285714285714,1.2,NA,0.666666666666667,0.666666666666667,1.55555555555556,1.17808219178082
"209",209,"florida-state",0.375,0.0350877192982456,1,0.1875,0.776119402985075,NA,0.0512820512820513,0.121212121212121,0.666666666666667,2,0,2,0,0.120481927710843
"210",210,"texas",0.142857142857143,0.266666666666667,2,0.028169014084507,1.75862068965517,0,0.235294117647059,0.357142857142857,2,2,2,2,0.461538461538462,0
"211",211,"toledo",0.162162162162162,0.18230563002681,0,0.528735632183908,0.673854447439353,1.2,0.470588235294118,0.204081632653061,0.4,0,0.666666666666667,0,0.5,1.01639344262295
"212",212,"north-carolina-state",0.0540540540540541,0.172222222222222,0,0.222222222222222,0.571428571428571,2,0.133333333333333,0.263157894736842,0.4,1,0.4,2,0.666666666666667,0.101010101010101
"213",213,"purdue",0.264150943396226,0.09277238403452,0.545454545454545,0.835443037974684,1.40836012861736,0,0.695652173913043,0.936708860759494,0.4,2,0.8,0.285714285714286,1,0.602409638554217
"214",214,"missouri",0.297872340425532,0.369515011547344,0.666666666666667,0.830769230769231,1.61394101876676,2,0.454545454545455,0.470588235294118,0.4,0,2,2,1,0.840579710144927
"215",215,"southern-mississippi",0.235294117647059,0.0708782742681048,0,0.117647058823529,0.136239782016349,2,0.32258064516129,0.4,2,2,0.666666666666667,0.666666666666667,0.461538461538462,0.0588235294117647
"216",216,"boise-state",0.204081632653061,0.180094786729858,0.4,0.5,1.74566473988439,2,0.105263157894737,0.265060240963855,0.4,0.666666666666667,0.666666666666667,0,0.5,0.503401360544218
"217",217,"texas-christian",0.146341463414634,0.0952380952380952,0,0.615384615384615,0.657342657342657,1,0.333333333333333,0.388888888888889,0.666666666666667,0,0.666666666666667,0,0.153846153846154,0.721649484536082
"218",218,"marshall",0.153846153846154,0.210338680926916,0,0.105263157894737,0.0465116279069767,2,0.297872340425532,0.197183098591549,2,2,0.666666666666667,2,0.461538461538462,0.823529411764706
"219",219,"ohio",0.2,0.244274809160305,2,0.173913043478261,0.936170212765957,0.666666666666667,0.451612903225806,0.311111111111111,0.666666666666667,NA,0.666666666666667,2,0.4,0.117647058823529
"220",220,"temple",0.3,0.454413892908828,2,0.428571428571429,0.582278481012658,2,0.857142857142857,0.857142857142857,0.666666666666667,2,0.666666666666667,NA,0.333333333333333,0.018018018018018
